PCA1,PCA2
-2.3342818579254447,-1.8088775644248307
-2.333936525108302,-1.8089129468839347
-2.333773079748443,-1.8089068796384071
-2.333915207741985,-1.8088311763364389
-2.3344938627228067,-1.8086559944065514
-2.335227731729076,-1.8084454412883193
-2.3350376131798978,-1.8084454525038116
-2.3344376260392448,-1.8085388672574447
-2.334400294166767,-1.8085040604447153
-2.334620029173033,-1.8084106715485735
-2.335892278019878,-1.8080774289073562
-2.3375743954581973,-1.807650782727998
-2.3381530501965027,-1.8074756008533779
-2.338860231219939,-1.8072711295674069
-2.339312787506893,-1.8071246838334791
-2.339762901651586,-1.8069787946309201
-2.339213863127852,-1.807060598880157
-2.3384077429318606,-1.8072009885840479
-2.33878269220609,-1.8070722284442944
-2.3397202669189516,-1.8068152535359285
-2.3391712283952173,-1.8068970577851653
-2.3379043353713738,-1.8071424514178676
-2.337457149943452,-1.807201044716771
-2.339216859358465,-1.8067567163697484
-2.337025978779174,-1.8072126743361758
-2.336168939553291,-1.807364667801978
-2.335799346102063,-1.8074055789332182
-2.3353788338634605,-1.8074580937711031
-2.3348297953397257,-1.8075398980203397
-2.3347415296438436,-1.8075166983407644
-2.335346857813984,-1.8073354379498594
-2.3346692784541214,-1.8074465349264233
-2.3337855657964033,-1.8076046069085117
-2.333646366277116,-1.8075930143620904
-2.333124001185217,-1.8076687400950426
-2.3332151953553546,-1.8076046439262283
-2.3333330775083243,-1.8075344659251533
-2.3335794857039094,-1.8074349985679934
-2.3336464342759906,-1.807376427644806
-2.3331216415928284,-1.8074527065931485
-2.332880588977729,-1.8074643249970608
-2.333614458226515,-1.8072537718235624
-2.3339627192753953,-1.8071310935713358
-2.334053913445533,-1.807066997402522
-2.3332987418664595,-1.807195776602016
-2.3329291484152317,-1.807236687733255
-2.3331246378234414,-1.8071488240827405
-2.332907831048914,-1.8071549171857593
-2.331948938969736,-1.8073301215466289
-2.3319649537184124,-1.807283157756597
-2.3311079142500133,-1.807435151277666
-2.33148043593298,-1.8073069443533032
-2.332187616956417,-1.8071024730673315
-2.3325625662306466,-1.8069737129275778
-2.331732200194083,-1.807119627932363
-2.330719946700236,-1.8073069926417784
-2.330864502285041,-1.807230736124418
-2.3307253027657544,-1.8072191435779976
-2.330406657931444,-1.8072484442048398
-2.3301389175760288,-1.8072661443857467
-2.330385340565127,-1.8071666736573444
-2.33119437444186,-1.8069389914763065
-2.33131225659483,-1.8068688134752313
-2.331352531735076,-1.8068163210683288
-2.3318050734710325,-1.806669878650379
-2.333639962550022,-1.8062084178693079
-2.334269551354249,-1.8060216288062665
-2.3348239604944983,-1.8058519721772737
-2.33471143416453,-1.8058343011698348
-2.3344437083601117,-1.8058519980347654
-2.3346367701770583,-1.805764687599642
-2.3353706391833273,-1.8055541344814088
-2.3364367549748337,-1.8052678667904503
-2.3360162424937143,-1.805320381683602
-2.3363911769744306,-1.8051916249150912
-2.3370207657786572,-1.80500483585205
-2.3369591880656073,-1.804975554340214
-2.3367423812910797,-1.8049816474432325
-2.3385020909486096,-1.8045373190409433
-2.3400556673082833,-1.8041399656441783
-2.3413255035998954,-1.8038072727918444
-2.3397772830632224,-1.804116777180095
-2.339509557258804,-1.8041344740450254
-2.3400372932097344,-1.8039708958770506
-2.339592520337046,-1.804028939387072
-2.3388106605326238,-1.8041638004740936
-2.3382106881854847,-1.8042572118564846
-2.3387893431663063,-1.8040820299265978
-2.3398312131172405,-1.8038012875365323
-2.3393597670552326,-1.803865409507572
-2.3399893556169427,-1.8036786204997972
-2.3410821445977676,-1.80338627434782
-2.3415565191340306,-1.803234856528391
-2.343393835804284,-1.8027728425319298
-2.3437930309190858,-1.8026385570912817
-2.341602150097278,-1.8030945151129745
-2.3417976247119747,-1.8030066548337027
-2.3418888336756254,-1.8029425552936462
-2.3402363326943942,-1.8032758237923543
-2.339995280321811,-1.8032874421410003
-2.3401907549365073,-1.8031995818617281
-2.3427701864984387,-1.8025684498649301
-2.341733672613023,-1.8027613431912157
-2.340978486240436,-1.802890125761952
-2.3417632890701103,-1.8026679655105655
-2.3418302373996753,-1.8026093946426447
-2.3427920727466223,-1.8023468910621427
-2.342757153429378,-1.8023115344605314
-2.34289928142292,-1.8022358311585625
-2.342017996356465,-1.8023933499252591
-2.340930563441158,-1.8025978470134558
-2.3410217576112955,-1.8025337508446415
-2.340138044953577,-1.80269182282673
-2.336998916184753,-1.8033638737990156
-2.336706929988765,-1.8033870992808168
-2.3355176439776453,-1.8036148073193459
-2.334917671873023,-1.803708218646471
-2.335624867689973,-1.8035037439892572
-2.333254512208632,-1.8040006018714319
-2.33221801311673,-1.804193491826474
-2.3309511200928865,-1.804438885459176
-2.3307100677203034,-1.8044505038078225
-2.33057088299453,-1.8044389078901593
-2.3301503705134103,-1.804491422783311
-2.3297274306835445,-1.804544490836587
-2.3314362065176693,-1.8041117695674531
-2.332116728902784,-1.8039133734265238
-2.3304399823234965,-1.8042521671708591
-2.330043715682949,-1.8042991567631173
-2.3296232034443465,-1.8043516716010026
-2.329151772175852,-1.8044157902007998
-2.3287555055353053,-1.8044627797930575
-2.328541141145554,-1.8044683163094426
-2.3280672674922833,-1.8045329914958732
-2.327135048602424,-1.804702117395725
-2.327046782906541,-1.80467891771615
-2.3273441249255313,-1.8045678432258356
-2.326538004729539,-1.8047082329297264
-2.326425493193085,-1.8046905585510449
-2.3271569346080914,-1.8044805586482033
-2.326787356192893,-1.8045214663529343
-2.327111371643718,-1.8044043133463359
-2.3271783051797694,-1.8043457458496572
-2.327218580320016,-1.804293253442755
-2.327848169124242,-1.8041064643797131
-2.3286838909838075,-1.8038727003664141
-2.3293134797880337,-1.8036859113033739
-2.3285607207641936,-1.8038141407139852
-2.328086847110923,-1.8038788159004162
-2.3282556482937844,-1.8037970341374294
-2.3279903500806287,-1.8038141777869685
-2.3281591515060063,-1.803732395968715
-2.327275438848288,-1.8038904679508023
-2.3268282531778497,-1.8039490613049733
-2.3257165596284572,-1.8041590870653061
-2.3239355326046103,-1.804521644920099
-2.323207034214856,-1.8046443456585746
-2.323836608225569,-1.8044575599667765
-2.32254546960367,-1.8047084788451064
-2.3215332161098234,-1.804895843554522
-2.3213430975606446,-1.804895854770013
-2.320973504109417,-1.8049367659012525
-2.3215279132496667,-1.8047671092722595
-2.3217234026578764,-1.8046792456217453
-2.3232769642240374,-1.8042818955962225
-2.3234190922175793,-1.8042061922942543
-2.322588726181016,-1.8043521072990387
-2.322321000376597,-1.8043698041639697
-2.3227978025041227,-1.804217833129149
-2.323325538455053,-1.8040542549611738
-2.3235452586678056,-1.8039608694362752
-2.324048748778164,-1.8038028165691937
-2.324343648654893,-1.8036922986102468
-2.323743676307754,-1.803785709992637
-2.3219650768751707,-1.8041477146320393
-2.3204144289897517,-1.8044577721804156
-2.3200715237638723,-1.8044926014241283
-2.319854731782858,-1.804498691155904
-2.3199459259529958,-1.8044345949870904
-2.3201680885505245,-1.8043406528755572
-2.3209262033973665,-1.8041245744564314
-2.321352071701487,-1.8039842105547645
-2.3227504337931975,-1.8036222284016121
-2.324612011097536,-1.8031546857330147
-2.3248826651336936,-1.8030496930749607
-2.3267199818039463,-1.8025876790784987
-2.3262461229441893,-1.8026523508936865
-2.327389845748419,-1.802348397608555
-2.32719972719924,-1.8023484088240465
-2.3279069079801613,-1.8021439375933415
-2.3287183842416703,-1.8019156988256704
-2.3282445253819133,-1.8019803706408581
-2.3276178650519417,-1.8020798638555102
-2.3279418805027663,-1.8019627108489105
-2.327955482211177,-1.801916296958293
-2.3265867217830407,-1.8021849048020386
-2.325935815612497,-1.8022899233175844
-2.3264877971614832,-1.8021208199039818
-2.325630757935601,-1.802272813369785
-2.325135066033021,-1.8023424606417184
-2.325124407349862,-1.8023015753679705
-2.325547862856233,-1.8021617613104532
-2.32548627034967,-1.8021324831698604
-2.325245217977087,-1.8021441015185065
-2.3254916264151877,-1.8020446341060798
-2.3255828205853257,-1.8019805379372655
-2.325315094780907,-1.8019982348021961
-2.324766056257172,-1.8020800390514322
-2.3238580832078846,-1.8022436396503896
-2.3228215841159825,-1.8024365296054325
-2.3222216117688435,-1.8025299409878237
-2.322058166408984,-1.8025238737422966
-2.322738674243102,-1.802325480917343
-2.3230602621026635,-1.802208881126135
-2.3225112235789296,-1.8022906853753722
-2.3219621702616817,-1.8023724929958511
-2.3215683460059107,-1.8024189260014754
-2.3213006056504955,-1.8024366261823825
-2.3211104868588004,-1.8024366374531393
-2.320331054888158,-1.8025709452695033
-2.3197820163644236,-1.8026527495187399
-2.320025997211262,-1.8025538353217045
-2.319940158864126,-1.8025300824820047
-2.319340186516987,-1.802623493864396
-2.3190457727297358,-1.8026472725615872
-2.3184458006251134,-1.8027406838887121
-2.3179476811312703,-1.8028108843760364
-2.3179370224481115,-1.802769999102289
-2.3179530517477853,-1.80272303199628
-2.318558379917926,-1.802541771605375
-2.3185477212347676,-1.8025008863316272
-2.318304241270921,-1.8025130578956636
-2.3179613360450415,-1.8025478871393765
-2.317181903831883,-1.8026821950110066
-2.316118716757148,-1.8028811667983105
-2.3159043523673977,-1.8028867033146951
-2.3164054000929792,-1.802729207034247
-2.31726779538438,-1.8024893645046638
-2.3167939365246224,-1.8025540363198522
-2.317297411841467,-1.802395986824014
-2.3181331337010325,-1.8021622228107153
-2.317943015151854,-1.8021622340262071
-2.3184949967008404,-1.8019931306126047
-2.318433404194277,-1.8019638524720103
-2.3181414327918026,-1.801987074582569
-2.317847033798065,-1.802010849908518
-2.3171185206147973,-1.8021335540182362
-2.315929234846194,-1.8023612620014993
-2.315072195377795,-1.8025132555225694
-2.3149087502604524,-1.8025071882217754
-2.314051710792053,-1.8026591817428452
-2.3138106584194698,-1.8026708000914913
-2.3133634727490313,-1.8027293934456614
-2.313481340351004,-1.8026592187605623
-2.312878940412602,-1.8027531833583446
-2.312509361997404,-1.8027940910630755
-2.31142192883958,-1.8029985882065385
-2.3107443494797173,-1.8031096851831026
-2.3098121305898576,-1.8032788110829532
-2.3101337186919357,-1.8031622112364794
-2.3102515860513924,-1.8030920366066459
-2.310779322002323,-1.8029284584386716
-2.3103854827105224,-1.8029748948708042
-2.3106803973807652,-1.8028643735406156
-2.3109268058188666,-1.802764906128189
-2.3109937541484316,-1.8027063352602684
-2.310522308086424,-1.8027704572313072
-2.311125223458815,-1.8025897466845513
