PCA1,PCA2
-1.5288953321871752,-1.2389205512401753
-1.547292021769611,-1.1958154932765912
-1.5324816243527142,-1.2133592722071354
-1.5153244871836298,-1.2342354569599736
-1.5357573265227653,-1.213684430108545
-1.5462361792772965,-1.209525352994561
-1.5371007603588105,-1.1939755793131082
-1.5266659914308467,-1.2024024492195537
-1.5316220756190468,-1.213226285376161
-1.5466207885834378,-1.1802591027129539
-1.5631883436504665,-1.1723553339228305
-1.5822642602918189,-1.1645415237942325
-1.5735614289268318,-1.174735142551087
-1.5839954910527434,-1.1880964143976163
-1.5897588788423553,-1.1746930383003982
-1.6126590926061088,-1.1711713514456523
-1.6194166924608449,-1.1618921752671234
-1.621356732175823,-1.1600712798661994
-1.6198877042598603,-1.175603885281325
-1.5953456290516728,-1.1881947980937257
-1.6285649058821587,-1.1679361567124869
-1.6439733666702612,-1.163564961894778
-1.6616568868532229,-1.167818792669175
-1.6642624676001705,-1.1944905083051494
-1.6712777358592126,-1.1783880913202216
-1.6645224588314484,-1.1505073789081754
-1.675362120020046,-1.1520849385250456
-1.68676462054072,-1.1655882188736884
-1.691277356605141,-1.1747743380848943
-1.6950476357206916,-1.1807741892072243
-1.703522147165998,-1.1270747705700217
-1.6800014369667204,-1.1612840003874392
-1.679406679944406,-1.1488937199753904
-1.6895231370739614,-1.1456456356696698
-1.7125392386724005,-1.1523104876529529
-1.739926544881666,-1.1570793272670659
-1.7333601214955061,-1.1553882849777681
-1.7360973581251298,-1.1577124196565864
-1.737709010285856,-1.1464984608387043
-1.7531944338017165,-1.1510824482218687
-1.7525606730572552,-1.1318861393908013
-1.754606668158147,-1.1456229181682862
-1.766388083744897,-1.148353310364719
-1.7562205321572515,-1.17392284397316
-1.7444023850256556,-1.1636044666679184
-1.751327428426448,-1.1287142405853217
-1.7436762281227398,-1.1440646855462595
-1.7585362577228498,-1.1477512611089455
-1.7706876580798003,-1.145338760111296
-1.769730426596951,-1.1490471299070646
-1.7805554826914483,-1.1294177074618936
-1.7943871980478672,-1.1689201904104276
-1.808543039255989,-1.1592945724592154
-1.785789738926377,-1.1566358242336212
-1.7986400557692985,-1.124379554727801
-1.8019277307181771,-1.1008036601816096
-1.77094190235333,-1.1522610261302741
-1.74690878791876,-1.1676198697330427
-1.7500554302161562,-1.139228741113079
-1.7567925156185276,-1.1181640103043247
-1.7551368325195311,-1.1378531738014153
-1.6997766756328285,-1.226690846513362
-1.6842170468857371,-1.2062387730938398
-1.6824869596188303,-1.1921939488497595
-1.713541306746565,-1.1439227786957271
-1.7215460531845257,-1.1501641856403246
-1.7213982901210307,-1.149896422178404
-1.7166381585239154,-1.1538737059737671
-1.7166236640502135,-1.140454395522621
-1.7012037226470291,-1.157209081033686
-1.6974824294890598,-1.1518508794133444
-1.67128871574025,-1.196738563031608
-1.6924122939465445,-1.1581227158324996
-1.6927628937911814,-1.1607223964618378
-1.689558258003609,-1.1432999613638712
-1.6846283068939212,-1.1527825572760462
-1.694584984567428,-1.1446542602320826
-1.696634672847225,-1.1410915120624672
-1.710551908447281,-1.1195764843129568
-1.7194494498204962,-1.1120649231717417
-1.712465115099217,-1.1355244311826598
-1.6990253138295044,-1.160213121636171
-1.6827898842943636,-1.1683288638840938
-1.6871256366138454,-1.1459980489436499
-1.66234642928817,-1.1821570007747317
-1.650124241313875,-1.1850940461910517
-1.6677354714220889,-1.1558322047670537
-1.6684013303008352,-1.1543290115678924
-1.6759210543680934,-1.124354626606356
-1.6874393141167021,-1.1355635186160669
-1.7054056400834112,-1.1532248038136719
-1.7064680329920616,-1.143625623753021
-1.7034990269587045,-1.1279015669663326
-1.7020771352679729,-1.1143462100490689
-1.6820193614084926,-1.1497759028912096
-1.6789802383808194,-1.1461165754955087
-1.6768557700924753,-1.1399962813301574
-1.6822887228622379,-1.1255947448627546
-1.695006975358904,-1.1215283977455826
-1.6975841350817904,-1.1382660925749657
-1.7016745813511287,-1.1274693386945738
-1.7176763545130953,-1.1365565525286392
-1.7232901084415406,-1.1555849543573327
-1.7343751335262316,-1.1211228859796878
-1.7274729124081787,-1.1469665422790576
-1.7267509110566635,-1.154750095782765
-1.716400796210001,-1.1611722418283748
-1.72310060981951,-1.1321644601162568
-1.726031955532277,-1.1177410277472613
-1.723753146362072,-1.1285609481039796
-1.7173901439878614,-1.1334431823249027
-1.701829941731759,-1.150876516637809
-1.6929825558241085,-1.1598378267568317
-1.6996573639360795,-1.1254009275096963
-1.713007224597642,-1.0843327864205585
-1.7165044511657064,-1.1083581223137968
-1.7319119442725857,-1.1136805427102994
-1.7338977404834974,-1.1107239256510741
-1.7363357257277918,-1.1256914435615806
-1.7428034233274665,-1.1304355918759281
-1.7174596714396395,-1.1431402319658002
-1.71718789677342,-1.1239062472978234
-1.7252343108957477,-1.11776493095476
-1.723603931366305,-1.1302446521034555
-1.7277808277703284,-1.13174782582072
-1.719811179654598,-1.1434199337356645
-1.7295323375566451,-1.1256088293130078
-1.7366610076608529,-1.1071233472090842
-1.7440160539003864,-1.119829445385407
-1.7416470428375272,-1.124683344693045
-1.7327818255742349,-1.1319544731769073
-1.729889662600018,-1.1218764254861227
-1.7338327931053994,-1.1064731378350372
-1.7282820927949556,-1.1243932544921582
-1.7180664069140172,-1.1362433490029593
-1.7137690046406946,-1.1308022959387525
-1.7244603417073023,-1.1029526734178194
-1.733030076627982,-1.092796117562655
-1.73304402004242,-1.1052028982910902
-1.7375340605282537,-1.1243745310413862
-1.7474107228444273,-1.110035541355139
-1.7509756000952195,-1.1042061811645032
-1.748755049553686,-1.0913806097864043
-1.7468191819479553,-1.096773210929741
-1.7524235055116437,-1.1091190077553246
-1.756370368730157,-1.1170016776897704
-1.7692712295708384,-1.0956283525261625
-1.7726710079143182,-1.0868180651288089
-1.7749799557708625,-1.0956805448854814
-1.7727792719455153,-1.109364299902766
-1.7731484305540675,-1.1036863065692324
-1.7627811474154413,-1.1083237754705075
-1.7623270051070157,-1.0906958736913064
-1.7659612702744918,-1.1038780426081702
-1.7726800850747255,-1.104232869455023
-1.781652497412137,-1.117933543526344
-1.7895944686697844,-1.08652241324002
-1.7873878276553148,-1.1048662693126263
-1.7893438472370864,-1.1287574515595047
-1.7991462988040416,-1.122783006049862
-1.8081302418241203,-1.1103845414670752
-1.8111826960593977,-1.1037692294916637
-1.8240787348072294,-1.138572860694715
-1.8357312307112015,-1.1129287089307989
-1.8378471990029472,-1.1476808784566352
-1.8435390979838333,-1.166399371286198
-1.862826686496293,-1.149210837779813
-1.8538910081314968,-1.1196477719860536
-1.8475347534748863,-1.128688948332849
-1.8584317444444802,-1.1013500467578303
-1.8619054379624629,-1.117149701512665
-1.852408991934955,-1.1234674524008665
-1.8627791321596892,-1.08518464657088
-1.85688464637319,-1.1029492942894068
-1.8305888694492267,-1.1635811859138987
-1.817724138903051,-1.1573578147795984
-1.831214568622855,-1.1117110230811849
-1.835446173740422,-1.0860370826001655
-1.8373985062437928,-1.0920211582449446
-1.828568568351307,-1.1134284358851332
-1.7994265624985173,-1.159801361074795
-1.8018522528616787,-1.138772632154029
-1.8112416539071032,-1.1012703791081462
-1.8015564123543943,-1.1185744995748792
-1.800783374443472,-1.1451539499354912
-1.817057125643328,-1.1120439124530481
-1.8183174765633812,-1.0997732364238542
-1.8114091313714862,-1.09775445381505
-1.8014724725145197,-1.118151928712609
-1.798708770046086,-1.1220075154878806
-1.7879632015653864,-1.1458852800626849
-1.7849169982743867,-1.1311998823087972
-1.800829737938086,-1.10750621755261
-1.8126701756879513,-1.111795550671874
-1.8051452954727867,-1.1204776906763574
-1.7990488947923868,-1.115187201166025
-1.7966661754168634,-1.1073803831492477
-1.785353971992688,-1.1152379614204129
-1.7752923852703937,-1.1299285559076158
-1.7680176377773547,-1.1386271245832398
-1.7631258553335327,-1.1535320621536873
-1.7784222121979718,-1.1042841668243717
-1.777049400414288,-1.1086825817747819
-1.7549439584554278,-1.1486877880045403
-1.7503940960281432,-1.1488916142456
-1.7533568342419383,-1.139337400993409
-1.7580931149321641,-1.1198762213008853
-1.7487623154740735,-1.1343707443012232
-1.7539533558756633,-1.1368942830418858
-1.7662987714074232,-1.1098350835644222
-1.7757291105789892,-1.048296436564158
-1.7502961438649733,-1.1226137633677418
-1.7432464067487992,-1.1479261798674665
-1.7535513550913713,-1.1318562068267317
-1.7498550568863085,-1.135715990259547
-1.7486617471631636,-1.1285674556133616
-1.7582898358711192,-1.1065969367744364
-1.7440626885113946,-1.1340505569658033
-1.71270662845991,-1.192319610940353
-1.7136849831152425,-1.1587791872447049
-1.7238074141599087,-1.1390127439249114
-1.7328862682036759,-1.1229295865532911
-1.7276503922838127,-1.140905205507515
-1.7292669261400322,-1.1363767717458966
-1.7372838370553398,-1.1463152566803638
-1.7425982389039383,-1.1335305714985984
-1.737645744848237,-1.1311356304883307
-1.7308080112168418,-1.1333041123586194
-1.733825145210982,-1.136567605634666
-1.7431805874014932,-1.1416508368675826
-1.7375322549361918,-1.161536678784964
-1.762614946869736,-1.0500548819547153
-1.7511113148610176,-1.085785715194729
-1.7464509071527092,-1.093500734953444
-1.7412966097871794,-1.099768819222436
-1.7459044521536502,-1.10377219930376
-1.7437049609459134,-1.1102859314368518
-1.72081192769684,-1.1562083632418114
-1.7118904070461411,-1.1579612333231317
-1.7142843275361164,-1.152396105377142
-1.7192137981090714,-1.1366582016764895
-1.7099628941664444,-1.1650920782916183
-1.7216153004564327,-1.129426953816134
-1.7259649022178372,-1.1203769372042534
-1.732137097206938,-1.129298604197341
-1.7342844713555028,-1.1213165953352833
-1.7402101456892092,-1.1341808854732705
-1.7362365446166799,-1.133620570561175
-1.7482374038410622,-1.1190585959000197
-1.753741575300513,-1.1250754432729553
-1.7530897919350477,-1.12835508174414
-1.7437954127040727,-1.1325937878116188
-1.7493258846729751,-1.1164172535151127
-1.7496647824297415,-1.1060954290881637
-1.75120375250595,-1.1288622183761692
-1.7526118696848614,-1.1397808914006895
-1.749330873686436,-1.124971441818536
-1.752603375808478,-1.1186743620156423
-1.7622479710059875,-1.1204982131897414
-1.7651592383595098,-1.1390976059913027
-1.769128090336228,-1.1380679642063192
-1.7782759401896386,-1.1296282366013062
-1.7790755136342253,-1.1174138494812598
-1.7750872067006858,-1.1047419879976115
-1.7745196836330825,-1.1081757303953566
-1.7698392942656183,-1.1079659012564316
-1.7687530956943365,-1.112802778994687
-1.7775160911123074,-1.1075418636134053
-1.789102524698318,-1.1121868776199173
-1.7870749532357952,-1.1225604461258571
-1.7949695549528923,-1.115743991613339
-1.7988086850506053,-1.1151551899606884
-1.7926392134582858,-1.1063601479098732
-1.7890979230232815,-1.1073404271714147
-1.7882667866034758,-1.1164911329490068
-1.7914065786518472,-1.122338995067386
-1.7835429016844577,-1.1221382503185695
-1.764697131177817,-1.1496572181884888
-1.760327952108405,-1.1374782727034976
-1.7602929153898466,-1.1275751466716994
-1.7570592144003434,-1.1277450235364697
-1.7465703048946364,-1.1395866892905946
-1.74980894761777,-1.121405456826105
-1.758211825994842,-1.1186345771128774
-1.7648943583212042,-1.1120091599004995
-1.7699143030517912,-1.1006865265145738
-1.7663417761568543,-1.1136280089508617
-1.7644787081947697,-1.1050810827143822
-1.7640376827377966,-1.1036324556492079
-1.7726215056335937,-1.1035774417684288
-1.7695991216497249,-1.1069879693400488
-1.7699753438517292,-1.1011682708787582
-1.7775217626711266,-1.0949502263062307
-1.7764767800483383,-1.1088580190166322
-1.7767263009008534,-1.1065236266846241
-1.7713432208794364,-1.1101020302618188
-1.771494790033304,-1.1035401033157635
-1.7768466214099108,-1.1109011627219958
-1.782924088949349,-1.1096466761672215
-1.7842258054975497,-1.1109250375324424
-1.7882337287201568,-1.0968024774804777
-1.7906631558224357,-1.101570602645992
-1.790750901107155,-1.1052499204377488
-1.7874187934989747,-1.1237894719226589
-1.7958318296652942,-1.1066189342890602
-1.7962672319369746,-1.0961910811016198
-1.7971094893850132,-1.0838688113439099
-1.779307003721226,-1.1152222835808474
-1.7734880386629044,-1.124723953612204
-1.778268860624433,-1.119768192611409
-1.7802196280577705,-1.108415231081008
-1.7895340701514288,-1.1075142573163406
-1.7916032896889063,-1.1220030295465209
-1.7960615066505377,-1.1189020519007973
-1.7986986526632611,-1.1211157485811725
-1.8052265602231983,-1.1149930783420776
-1.8127799973511038,-1.110211132618271
-1.8053499757957863,-1.1265279674426665
-1.8045176411136576,-1.1324159894470094
-1.8097665078513983,-1.12359319399749
-1.8194822814657905,-1.117249550195617
-1.8298383451940368,-1.102192738628265
-1.8283493304547458,-1.1238684275421131
-1.802825974099826,-1.1451949578688767
-1.8121822413965993,-1.1068154299360815
-1.8217577395968263,-1.1075738640113328
-1.8217492442128054,-1.0963233408784636
-1.7899224486379999,-1.1597327200989376
-1.7916445601689874,-1.1394502228112566
-1.7994047737729273,-1.1010426171977625
-1.7958373570997295,-1.1020625398902713
-1.806354607467293,-1.0866898393216875
-1.809725887490895,-1.0995156548228429
-1.81317354210625,-1.1030358171662726
-1.807845485937402,-1.1058462455827403
-1.8195932408448785,-1.070637776459952
-1.821176635429254,-1.0766148984090047
-1.8256585224247255,-1.0814183897962046
-1.8249325831467889,-1.0913721294788274
-1.822695595505566,-1.0975258995019483
-1.83413216439635,-1.0913836169667495
-1.8338002289424764,-1.106625962506998
-1.8335615869970807,-1.092004380752168
-1.8385056138749085,-1.0906775597939697
-1.84189894895118,-1.1182149052847863
-1.8474117449299068,-1.0819658102946186
-1.849528335818722,-1.0919682210527542
-1.8471428000388561,-1.1136852876966146
-1.8539162571222003,-1.0832184878222408
-1.8547490963014561,-1.098345081289668
-1.8451720626438717,-1.0865928479318583
-1.8432326568957924,-1.0868688025137678
-1.850081683177488,-1.093328892640484
-1.8585750117675877,-1.0903354272476542
-1.8614609942458415,-1.1045586209615146
-1.86082837909601,-1.1098248413288017
-1.8645323786851253,-1.0989302117311668
-1.8699049190265393,-1.1083252775717936
-1.8625485601240972,-1.1029417692654027
-1.8493469083737637,-1.1431626793805651
-1.8624631275820303,-1.1251377757183656
-1.869486763658952,-1.1471613004907206
-1.872195642973192,-1.142879869675767
-1.8786032162052844,-1.0506817745113828
-1.8722540686143783,-1.086663953076931
-1.879202813162792,-1.0848056907809953
-1.8835481237370206,-1.092140201166625
-1.879164159674539,-1.1197145747237456
-1.8776496638899474,-1.1029978840274435
-1.8797267064598637,-1.1088627601597199
-1.8727705763290323,-1.1258072541859443
-1.8682953472385613,-1.1243770940489834
-1.8822980640739324,-1.0919320064364155
-1.8851007171694907,-1.1239003498492057
-1.8980923992715257,-1.0983778988126636
-1.905035077073494,-1.1099717156223803
-1.9061970672007462,-1.1054771914384154
-1.903484870997809,-1.1169706459561213
-1.912633863569633,-1.075877595428615
-1.8942198230370666,-1.0949077623814365
-1.8924342050822462,-1.0825571779298915
-1.8961167094690874,-1.0760819699426536
-1.904386813803431,-1.0691812824525389
-1.9155776090952548,-1.05898703090904
-1.9256618826249359,-1.05175368230832
-1.9160573040067908,-1.0655822615859025
-1.9088846545516895,-1.0676310947966121
-1.9044255698704746,-1.0674333385363244
-1.9056708155332462,-1.0547835628176818
-1.9103908978828437,-1.0383812473457923
-1.9065494523080755,-1.0696256713006853
-1.9004013873366001,-1.074436498522299
-1.8923943340349598,-1.0770161893646713
-1.8937230011437554,-1.0617318260057333
-1.8846309246860793,-1.0696676175189095
-1.8863894719016834,-1.0637349616355678
-1.879996532207017,-1.0717583312254304
-1.87376870768847,-1.0817054772602905
-1.883698084630662,-1.0624245538578272
-1.8869784572691233,-1.0554817679075128
-1.8889947586447382,-1.0650487151712358
-1.900454469130811,-1.0576321860935565
-1.8994241452329457,-1.0627522755259113
-1.9047621272939281,-1.0411538790170998
-1.9106880922011134,-1.0576881906676197
-1.9086410571487753,-1.0639562899789834
-1.9134048739241678,-1.0644042200943518
-1.9088512504108854,-1.0536262569848824
-1.9088279728613662,-1.049298888458637
-1.9016105295045869,-1.0623217512925605
-1.904256344794423,-1.0401326479937185
-1.9108912378372251,-1.0454726331110293
-1.9113512017322536,-1.0496099755522494
-1.9147018918008418,-1.0388979054614345
-1.910330193887458,-1.0635829414350897
-1.9153392633454052,-1.0665569865368012
-1.9218518577912227,-1.0620955840957658
-1.9181519206334023,-1.0790822424622486
-1.9306973387394781,-1.0554116847072033
-1.930475016410333,-1.0685330062269163
-1.9229835504297987,-1.0717057745048724
-1.9199642917417874,-1.0707321117395985
-1.9267998265741906,-1.056193104415003
-1.931275709049347,-1.0691713255338258
-1.9260640330937981,-1.0717857743133465
-1.9249252978479483,-1.0752900072248357
-1.9320305448592396,-1.0667740209764838
-1.9382831908580478,-1.061755424271793
-1.9471913608927263,-1.0492481676437808
-1.9406672314894922,-1.0758454502428647
-1.9441781285192756,-1.0702166476173907
-1.93696322538284,-1.0766590473739728
-1.9221106655733489,-1.0845612355775727
-1.929666877175396,-1.0409172177905786
-1.9029590257403364,-1.0943892567824713
-1.917767555817308,-1.0659775756645316
-1.9057978632517394,-1.0826493003714577
-1.9068777980604987,-1.0731280357693769
-1.9038831613208715,-1.0682905308501898
-1.902539388641386,-1.0774083828206715
-1.9009747798555896,-1.070359514221303
-1.894966122479446,-1.0920454520320222
-1.8998923399070013,-1.0629652733173027
-1.8952670921279238,-1.0737601714236327
-1.901709943342386,-1.070023900876674
-1.8965299264943976,-1.0757025817222512
-1.8921419982513843,-1.0817323726418364
-1.888260357050918,-1.0873550372088872
-1.8671116672718802,-1.1233190729761986
-1.8779355657251904,-1.0814892219189187
-1.8670232747002877,-1.1124725788782042
-1.879441948232851,-1.0842415369575384
-1.885707888131151,-1.0736213230200924
-1.8988159902106851,-1.0508018365032037
-1.89192809749562,-1.0695373719142656
-1.8847229993968135,-1.0912601073503918
-1.876030127562533,-1.084648943679136
-1.875572141000653,-1.0814522342322475
-1.8740960938678157,-1.0855970323588846
-1.8824869696112871,-1.0750456094166414
-1.8749548438616837,-1.0856135360218095
-1.852953133460877,-1.130060758600421
-1.8573873577568503,-1.1006477838872624
-1.8542317261731056,-1.1008666309132653
-1.8594563858513824,-1.0981762308656005
-1.8568098422450097,-1.0873606438144199
-1.8678086802844942,-1.0322412819669993
-1.8501647953681395,-1.100038900025609
-1.8628493416282967,-1.080967061792894
-1.8666458202159542,-1.093871615584143
-1.8737705841799763,-1.0672516054396692
-1.8757652553124553,-1.0707265635999192
-1.88289230089144,-1.0671167285129366
-1.883078224347379,-1.0654665147886646
-1.8821646400722187,-1.0629007250526843
-1.8801363060316165,-1.06239740664818
-1.8876199722568432,-1.0584808925505669
-1.8836283991170428,-1.0613967419238726
-1.88269641788223,-1.0574752377049828
-1.8864326800817013,-1.0679371728512015
-1.8866879101842007,-1.0751932396348705
-1.880756700057438,-1.0963812675072033
-1.8899531571198374,-1.0471866443791722
-1.8990122299928034,-1.005671577985451
-1.8953212466287628,-1.023454668688061
-1.899827165965866,-1.0219516808117883
-1.8990630513979752,-1.038077919530342
-1.8992821119822192,-1.0432958610373082
-1.8898710077257939,-1.0525094127674395
-1.887844563675182,-1.0448040210081084
-1.8755043993484546,-1.0721943336418434
-1.8682239543990637,-1.0848852663234083
-1.8772062782327876,-1.065201897832565
-1.868956966605237,-1.0805229716169868
-1.8672794108741642,-1.0788791828891673
-1.868171647456694,-1.0623626391330128
-1.8682116406114258,-1.059560187290218
-1.8671695859342297,-1.070574449977485
-1.873166092964991,-1.0605356399115664
-1.8831531710717009,-1.0621790149066064
-1.8877275697837437,-1.0564746137586998
-1.888010272029338,-1.0635577900139974
-1.8821202176686647,-1.0700973876680604
-1.8880832141306487,-1.0688033778203374
-1.896628436552448,-1.0592720534548348
-1.8952921437921695,-1.057552361888838
-1.8915169407195394,-1.0643130870071364
-1.8945817216170981,-1.05995180336487
-1.898143039140773,-1.0654970784132292
-1.9003854263804556,-1.04737853316594
-1.903658497813671,-1.053161374037685
-1.9024843620957577,-1.053325450210909
-1.9068010988570323,-1.043594143897509
-1.908367428421461,-1.0437550226953691
-1.9092722603228232,-1.0427748395056313
-1.9061994568704745,-1.048128063958485
-1.9101936210299038,-1.0433396464656157
-1.9115182255918381,-1.04766858640753
-1.905868230483894,-1.0492055802389322
-1.8970123061373938,-1.050504351314537
-1.8988161300369968,-1.0427341337794085
-1.896943991818366,-1.0514036373389586
-1.8955603287589482,-1.0529731276183776
-1.8994778810022084,-1.0449725737166016
-1.900052336599141,-1.0550145782561782
-1.903904463145947,-1.042970873020667
-1.9018637069370745,-1.045219469430923
-1.896625226445422,-1.0532163189843124
-1.8988320174338542,-1.0467293144426302
-1.9036316763068106,-1.043727826011222
-1.90217710303667,-1.0521874704867007
-1.9050051465867004,-1.0457120389129562
-1.9043151251177213,-1.0560568266284012
-1.9116477918009565,-1.0357293840554216
-1.91202020764986,-1.0433609837596194
-1.9091358101072415,-1.0605735225347073
-1.893235832924316,-1.0791986138037097
-1.8910556200468733,-1.0691679625339519
-1.8810317408527188,-1.0876307392378446
-1.877889831282514,-1.0733283945809327
-1.8770954633207049,-1.0771436871380515
-1.8782830935481825,-1.0710627982682048
-1.8679369020289034,-1.0919159695157548
-1.8863355349695166,-1.0526897951942178
-1.8828987259285013,-1.0604882099153592
-1.8821436007693777,-1.059514496125856
-1.8837637755604848,-1.0604435074509575
-1.8867363417626986,-1.0552224291999586
-1.8901871219507913,-1.0680196038319958
-1.8922688845181646,-1.056656379896823
-1.8794912223390285,-1.0711602274389898
-1.8790901260307493,-1.0615398679362542
-1.8827766220265756,-1.0560213076333245
-1.8769154647638573,-1.0661045179130686
-1.8846734833296206,-1.0523206682450805
-1.8883081028520823,-1.051403647590989
-1.8912728649815307,-1.0461745464405188
-1.8898592217245804,-1.0465804884989878
-1.8888786060401108,-1.0429960304254107
-1.8843665253009643,-1.051180647582615
-1.876921085737906,-1.0678918099141284
-1.872990328582208,-1.0741857685424814
-1.8756310241531307,-1.0515850605644939
-1.8675164535007736,-1.073598174472843
-1.858981462590254,-1.0874960135555025
-1.862195658544905,-1.0775052545538448
-1.8680194802545138,-1.0675481522647015
-1.8657086795067206,-1.0657949828653142
-1.8585947664026987,-1.0787294469973692
-1.8605003212998354,-1.0752267416811492
-1.8620841570380684,-1.0662619122652377
-1.851621043243268,-1.089347220992751
-1.8457805088084605,-1.096871618632219
-1.840511141277541,-1.1102598340938514
-1.8450838069708533,-1.0966899575950466
-1.853910674515028,-1.0764549785519104
-1.8501853798348633,-1.0729141384456515
-1.8418589362898,-1.0895935917328294
-1.8394341842618986,-1.0935942610205782
-1.8399355116221097,-1.0911141132545454
-1.8355469311557435,-1.1018076215442754
-1.8396647664231591,-1.0891258149491623
-1.8489530282127244,-1.0811216330766886
-1.8525404372823053,-1.0811760335986877
-1.8554966625082625,-1.0739347776954844
-1.8491406224926499,-1.086817950312265
-1.8523541802108379,-1.0663086394734125
-1.8387340274121804,-1.0978709594885618
-1.8307725818831464,-1.1060906464583398
-1.8252549383442664,-1.1182939503915592
-1.8198033681011971,-1.1245444920078715
-1.8147907627487754,-1.1375901571658842
-1.8219659306634752,-1.1094325091474562
-1.8092175368964458,-1.138666589901971
-1.807398023418882,-1.135114171844382
-1.7970737716505485,-1.16766451725958
-1.8216210392017684,-1.0969016216604102
-1.8202843347012354,-1.0933323194380957
-1.814557621657632,-1.1028709187695822
-1.8124591041654223,-1.094972960151897
-1.8154005302455145,-1.095580696257166
-1.8105639605601813,-1.1024945155577452
-1.8060429544796919,-1.1067832474781125
-1.8036875767918954,-1.1139576725993872
-1.8078051796267511,-1.1056524452244374
-1.8134788203253585,-1.0930914571299768
-1.8211839422371785,-1.087042234456858
-1.8256842496246404,-1.0815313952142547
-1.8261625670033854,-1.0780877405446987
-1.8224141011325652,-1.0787362879858753
-1.8205829422105246,-1.0787025972145714
-1.8179251194609252,-1.0933323172421816
-1.8194354265773036,-1.0881750624751438
-1.8077842289602317,-1.09990459601027
-1.8207131867720718,-1.0426346398986182
-1.7984484615452043,-1.1001629212570445
-1.7892047666135633,-1.112950341913138
-1.7848247559304393,-1.1195071468089848
-1.7963798665554827,-1.0944634148293053
-1.7974549674729423,-1.0814009958005126
-1.7838939246364516,-1.1113189380864812
-1.7847948952568082,-1.1076812914219103
-1.7859721370390915,-1.1076600323417949
-1.7966229041102455,-1.1047254407443703
-1.8018720658855403,-1.0852428814382749
-1.8077641857099334,-1.075401484017729
-1.8010121592062684,-1.0939988544988593
-1.7968370865525296,-1.0999278674181894
-1.7953153738105325,-1.1041331174880233
-1.7995142901642507,-1.0846857138796768
-1.7958535101034008,-1.082404823730021
-1.7939977782345828,-1.092676571904431
-1.798494536855677,-1.0804172162582961
-1.790287908244207,-1.1025436202361838
-1.7995706050139142,-1.078335171973246
-1.8010033211942373,-1.0832283859076588
-1.8040989111756112,-1.0924887846279914
-1.8094810515479682,-1.0982202716203964
-1.8144952678884865,-1.0838297182856742
-1.8190561006079733,-1.064979663210707
-1.8193006846031823,-1.0570749810428657
-1.8124362499913866,-1.0660195651323596
-1.8080486106500249,-1.0740049830434066
-1.8087015231259858,-1.0657080987604564
-1.8159130794815979,-1.0282393164462955
-1.7984695277599354,-1.077654602463529
-1.7883318719896664,-1.0945306097505787
-1.7905870871874203,-1.0811573339914282
-1.7832498672484234,-1.0954889804080201
-1.7815473065514922,-1.0948165020348295
-1.7948114985275276,-1.057161690014402
-1.7913483081841992,-1.0735144003512889
-1.7882157508658243,-1.0722338886536131
-1.782561053939096,-1.0803562839388243
-1.7831739837003004,-1.0648427140120653
-1.7691775431820276,-1.1014143768376148
-1.7552555189569115,-1.1374823797719753
-1.759614196344571,-1.110149674377613
-1.7587588929094313,-1.1141560315669536
-1.7534428675079055,-1.1200883919236397
-1.7512222340519317,-1.1315761732368586
-1.7637580963420731,-1.115805307296466
-1.7671426673377815,-1.1000596263239815
-1.766341556872996,-1.098180211189797
-1.7682969887375688,-1.0829795088841025
-1.7585486949231854,-1.1042861512320155
-1.7538701859854493,-1.1120828106056373
-1.7492528310600788,-1.11940534932487
-1.7486150257865498,-1.1120866775270586
-1.7585224981748504,-1.1000736400706697
-1.7525653658156792,-1.1101459128371665
-1.75348299026306,-1.1298665541586805
-1.7647710246841068,-1.1169506502991227
-1.7744229953345791,-1.1034288336070437
-1.7746187705726193,-1.0930591628576452
-1.775607462704313,-1.1044096700515835
-1.771019658758534,-1.102909281383623
-1.770351389913997,-1.0902009936164878
-1.7540765332126118,-1.1180397556673316
-1.7602963401254017,-1.0789626830900905
-1.751542109057973,-1.1082664622885394
-1.75115983791016,-1.1060481951674936
-1.7435908965276412,-1.124312252570119
-1.7526233340272166,-1.0857896553291722
-1.7481885203296958,-1.0887438851164588
-1.7431204801281248,-1.105081846898457
-1.7363667218220058,-1.121882696734276
-1.7414119299618764,-1.105889832751242
-1.7456740797553296,-1.1037726859355046
-1.7504648724363376,-1.0902852593195598
-1.7435611187087232,-1.1034957895936326
-1.7505960241082683,-1.100419373821272
-1.753306547248933,-1.113045521786119
-1.7585852778515711,-1.1129741647015137
-1.7598208039726484,-1.0868347214101144
-1.7432844774166005,-1.1233951719968902
-1.7410703253688387,-1.1174880747705218
-1.7359770229211873,-1.1298366305577865
-1.742284599632052,-1.1091793943562844
-1.7331167806332508,-1.1263144949633233
-1.7324755872020445,-1.1259790416275217
-1.7344633631980766,-1.121722787856764
-1.7290367702999563,-1.1302000924947042
-1.730023392634823,-1.1190668216361552
-1.7388458360835823,-1.104812399312038
-1.745305182257609,-1.0966815811351536
-1.7364661932591823,-1.1103939603409527
-1.7342654244796998,-1.1128937179008398
-1.7392571642987917,-1.1092317328222454
-1.747874792042999,-1.1090720835746894
-1.7501185272913544,-1.110732100276405
-1.7525843893683493,-1.1041969169052968
-1.753594384906981,-1.1039874763488693
-1.7558204525223244,-1.0929836649004676
-1.7435980717096486,-1.1057033049286313
